"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"St6galnac4",1.42657608843777e-08,0.257014023935091,0.184,0.086,0.000235199599700735,"Pro-B Cells","St6galnac4"
"Slc16a7",1.48577193338396e-08,0.242693699916563,0.138,0.059,0.000244959218657014,"Pro-B Cells","Slc16a7"
"Gtf2h3",1.5307060144377e-08,0.474059058099059,0.127,0.052,0.000252367500600343,"Pro-B Cells","Gtf2h3"
"Rps6kb2",1.56290810706721e-08,0.139862417046833,0.116,0.046,0.000257676659612171,"Pro-B Cells","Rps6kb2"
"Ankrd46",1.56360461257929e-08,0.293711592046547,0.102,0.038,0.000257791492475948,"Pro-B Cells","Ankrd46"
"Arl16",1.58374296259937e-08,0.769227621816823,0.079,0.027,0.000261111702243757,"Pro-B Cells","Arl16"
"Mettl5",1.64459947725449e-08,0.114132450414625,0.15,0.065,0.000271145115814947,"Pro-B Cells","Mettl5"
"A130010J15Rik",1.65962411218223e-08,0.166413695751749,0.093,0.034,0.000273622227375483,"Pro-B Cells","A130010J15Rik"
"Dock8",1.66776114216424e-08,0.212939052229958,0.952,0.764,0.000274963779508618,"Pro-B Cells","Dock8"
"Dpp7",1.73192881150317e-08,0.507851748257649,0.073,0.024,0.000285543103152528,"Pro-B Cells","Dpp7"
"Ascc3",1.82807277952027e-08,0.121737119556731,0.845,0.563,0.000301394359159507,"Pro-B Cells","Ascc3"
"Csnk1a1",1.88819857543718e-08,0.19521450700977,0.915,0.641,0.000311307299132328,"Pro-B Cells","Csnk1a1"
"AK010878",1.89667888774758e-08,0.354869056023232,0.138,0.059,0.000312705448222943,"Pro-B Cells","AK010878"
"Cacna1a",1.91405870342372e-08,1.13510172408606,0.054,0.015,0.000315570858433469,"Pro-B Cells","Cacna1a"
"Hnrnpk",1.93354446932447e-08,0.215584413118331,0.918,0.636,0.000318783476657525,"Pro-B Cells","Hnrnpk"
"1700007L15Rik",1.97226169938781e-08,1.07788944999532,0.048,0.012,0.000325166786378068,"Pro-B Cells","1700007L15Rik"
"Fbxl15",2.03070389324169e-08,0.483655932371271,0.082,0.028,0.000334802150878757,"Pro-B Cells","Fbxl15"
"Zfp784",2.06188239790011e-08,0.771783348174088,0.04,0.009,0.000339942550941791,"Pro-B Cells","Zfp784"
"Gm10053",2.06934832905069e-08,0.859048061925392,0.048,0.012,0.000341173459010588,"Pro-B Cells","Gm10053"
"Gm43653",2.08187680754663e-08,1.78685856760982,0.025,0.004,0.000343239029260213,"Pro-B Cells","Gm43653"
"Rcan1",2.08554515690839e-08,0.229681873917542,0.136,0.058,0.000343843830019487,"Pro-B Cells","Rcan1"
"Amelx",2.13178074160198e-08,1.64279761300068,0.025,0.004,0.000351466690867918,"Pro-B Cells","Amelx"
"Sptan1",2.15400464196262e-08,0.255244101290344,0.726,0.477,0.000355130745320377,"Pro-B Cells","Sptan1"
"Tet1",2.16181323034025e-08,1.38127969293451,0.025,0.004,0.000356418147286196,"Pro-B Cells","Tet1"
"Hspb2",2.16688475405419e-08,3.57532219716323,0.011,0.001,0.000357254289400914,"Pro-B Cells","Hspb2"
"Fosl2",2.16734174025099e-08,0.317674773773332,0.175,0.084,0.00035732963271518,"Pro-B Cells","Fosl2"
"Ncdn",2.18227544463734e-08,0.169739556190156,0.116,0.046,0.000359791752557358,"Pro-B Cells","Ncdn"
"Otoa",2.18581066928154e-08,2.60015849170559,0.011,0.001,0.000360374605044448,"Pro-B Cells","Otoa"
"Ggt1",2.19056716286031e-08,3.36762668790324,0.011,0.001,0.000361158808140779,"Pro-B Cells","Ggt1"
"B230312C02Rik",2.20011031111611e-08,2.81855554071486,0.011,0.001,0.000362732186993713,"Pro-B Cells","B230312C02Rik"
"Adam21",2.20011031111611e-08,2.59558027299247,0.011,0.001,0.000362732186993713,"Pro-B Cells","Adam21"
"Rsph10b",2.222647942834e-08,1.38386356819122,0.034,0.007,0.000366447966335041,"Pro-B Cells","Rsph10b"
"Smg8",2.22717280103202e-08,0.324784290793572,0.082,0.028,0.000367193979706149,"Pro-B Cells","Smg8"
"Gm21988",2.23958874534681e-08,0.568403166711481,0.073,0.024,0.000369240996445328,"Pro-B Cells","Gm21988"
"Kcnk6",2.26377742603738e-08,1.48980048782785,0.054,0.015,0.000373228984230783,"Pro-B Cells","Kcnk6"
"Tsr3",2.30514805001709e-08,0.146369873008279,0.124,0.051,0.000380049759006317,"Pro-B Cells","Tsr3"
"Sgsm2",2.32019741083249e-08,0.420888291356439,0.09,0.033,0.000382530947123952,"Pro-B Cells","Sgsm2"
"Bcorl1",2.37220970599906e-08,0.603542511563472,0.09,0.033,0.000391106214228065,"Pro-B Cells","Bcorl1"
"Retnlg",2.40129389233103e-08,3.65078742588059,0.014,0.001,0.000395901324028617,"Pro-B Cells","Retnlg"
"4930556N13Rik",2.43123448700659e-08,2.51539291399929,0.014,0.001,0.000400837629872777,"Pro-B Cells","4930556N13Rik"
"Hfm1",2.43985528250214e-08,2.97291420234523,0.014,0.001,0.000402258940426128,"Pro-B Cells","Hfm1"
"Cspg5",2.46005403784505e-08,1.88501152173732,0.02,0.003,0.000405589109219513,"Pro-B Cells","Cspg5"
"Cox6b2",2.46153726983589e-08,2.57622855030231,0.014,0.001,0.000405833649677844,"Pro-B Cells","Cox6b2"
"3010026O09Rik",2.47822825599212e-08,0.330387119832996,0.079,0.027,0.000408585492565421,"Pro-B Cells","3010026O09Rik"
"Nudt8",2.49539972398191e-08,0.179303131734,0.167,0.076,0.000411416552492898,"Pro-B Cells","Nudt8"
"Cst7",2.49601827646744e-08,1.38070006856326,0.02,0.003,0.000411518533241187,"Pro-B Cells","Cst7"
"Ptges3l",2.50922227273921e-08,2.06279410089937,0.02,0.003,0.000413695476106514,"Pro-B Cells","Ptges3l"
"Plppr3",2.51253384901085e-08,2.04812723264686,0.02,0.003,0.000414241455686418,"Pro-B Cells","Plppr3"
"Ap5z1",2.51515693097073e-08,0.329912656621699,0.105,0.04,0.000414673923209144,"Pro-B Cells","Ap5z1"
"Hsf2",2.5622881206404e-08,0.234616824346603,0.085,0.03,0.000422444442449982,"Pro-B Cells","Hsf2"
"Hist2h4",2.57712538263551e-08,0.378036121656633,0.119,0.048,0.000424890661835117,"Pro-B Cells","Hist2h4"
"Ttc28",2.60584378119195e-08,0.209960650566765,0.477,0.288,0.000429625464205117,"Pro-B Cells","Ttc28"
"Pla2g12a",2.62658268527817e-08,0.74610996417408,0.099,0.037,0.000433044687321812,"Pro-B Cells","Pla2g12a"
"Gsto1",2.78530500112092e-08,1.33976845785167,0.062,0.019,0.000459213235534806,"Pro-B Cells","Gsto1"
"Trim23",2.80461893112408e-08,0.102081542787802,0.192,0.092,0.000462397523174428,"Pro-B Cells","Trim23"
"Qtrtd1",2.82207079177773e-08,0.306104779440719,0.127,0.053,0.000465274811440395,"Pro-B Cells","Qtrtd1"
"Srsf2",2.9165680719676e-08,0.206485347960562,0.856,0.58,0.000480854578025299,"Pro-B Cells","Srsf2"
"Lcmt1",3.10014015141701e-08,0.602362190203987,0.121,0.05,0.000511120106764122,"Pro-B Cells","Lcmt1"
"Trim21",3.1004726031906e-08,0.553472520324047,0.076,0.026,0.000511174918088034,"Pro-B Cells","Trim21"
"Bysl",3.17728954603259e-08,0.296510665440481,0.127,0.053,0.000523839727454392,"Pro-B Cells","Bysl"
"Hnrnpf",3.1881113802809e-08,0.212218904713571,0.949,0.76,0.000525623923266912,"Pro-B Cells","Hnrnpf"
"Zfp30",3.23309074021096e-08,1.92561249823987,0.034,0.007,0.000533039670338581,"Pro-B Cells","Zfp30"
"Wdr25",3.32239216552403e-08,0.350686130763843,0.116,0.047,0.000547762796329947,"Pro-B Cells","Wdr25"
"Metrn",3.39717606542779e-08,0.936777909226044,0.062,0.019,0.00056009241790708,"Pro-B Cells","Metrn"
"Coro1a",3.42585576400778e-08,0.207641092581445,0.98,0.851,0.000564820839811963,"Pro-B Cells","Coro1a"
"Dhx38",3.5005153750749e-08,0.159656459828337,0.195,0.095,0.000577129969888598,"Pro-B Cells","Dhx38"
"Btd",3.5077762492507e-08,0.148368672844745,0.107,0.042,0.000578327070213962,"Pro-B Cells","Btd"
"Mrpl50",3.60717450076353e-08,0.11577721577126,0.153,0.068,0.000594714859940883,"Pro-B Cells","Mrpl50"
"Capn10",3.63048378722121e-08,0.240815974493102,0.09,0.033,0.00059855786199916,"Pro-B Cells","Capn10"
"5730409E04Rik",3.63821689073517e-08,2.21393335225266,0.025,0.004,0.000599832818775508,"Pro-B Cells","5730409E04Rik"
"Dffb",3.69411180902849e-08,0.161552641122876,0.121,0.05,0.000609048213954528,"Pro-B Cells","Dffb"
"Eif3a",3.72872094166266e-08,0.206668027194111,0.864,0.551,0.000614754221651923,"Pro-B Cells","Eif3a"
"Tpm3-rs7",3.80871929995746e-08,0.168719243902265,0.847,0.524,0.000627943550983987,"Pro-B Cells","Tpm3-rs7"
"Ado",3.82772427902803e-08,0.146857656335972,0.119,0.048,0.000631076901883351,"Pro-B Cells","Ado"
"Hemk1",3.8441344968051e-08,0.799670344958114,0.054,0.015,0.000633782454488257,"Pro-B Cells","Hemk1"
"Sat1",3.97623919264504e-08,0.166550572582336,0.715,0.448,0.000655562555691387,"Pro-B Cells","Sat1"
"Ampd2",4.1057736583392e-08,0.572841231841788,0.071,0.023,0.000676918903050384,"Pro-B Cells","Ampd2"
"Slc39a13",4.15413096205788e-08,0.773543411443479,0.076,0.026,0.000684891571714482,"Pro-B Cells","Slc39a13"
"D730003I15Rik",4.30319753832285e-08,0.416002276819975,0.093,0.035,0.000709468178143289,"Pro-B Cells","D730003I15Rik"
"Nufip2",4.42066612909398e-08,0.231159021089243,0.856,0.587,0.000728835224703724,"Pro-B Cells","Nufip2"
"Rap2a",4.44325830600078e-08,0.323375283761563,0.093,0.035,0.000732559996910348,"Pro-B Cells","Rap2a"
"Klf4",4.45473748484355e-08,0.353457151628007,0.257,0.139,0.000734452569126156,"Pro-B Cells","Klf4"
"Jup",4.47747989677873e-08,1.74936025909108,0.031,0.006,0.000738202110581909,"Pro-B Cells","Jup"
"Adck2",4.55366137264243e-08,0.288465748900161,0.105,0.041,0.000750762150507557,"Pro-B Cells","Adck2"
"Gm12942",4.7284844525929e-08,0.800499235688928,0.051,0.014,0.000779585231698991,"Pro-B Cells","Gm12942"
"Tmem126b",4.73824258377454e-08,0.449077219463741,0.136,0.059,0.000781194054786909,"Pro-B Cells","Tmem126b"
"Cby1",4.76937213109087e-08,0.60027517070175,0.071,0.023,0.000786326383252952,"Pro-B Cells","Cby1"
"Hgsnat",4.82548035454492e-08,0.963967023510675,0.062,0.019,0.000795576946053821,"Pro-B Cells","Hgsnat"
"Tusc2",4.82869580252107e-08,0.424292142266236,0.133,0.058,0.000796107076961648,"Pro-B Cells","Tusc2"
"Ass1",4.85312114702202e-08,0.269590329367811,0.212,0.107,0.00080013408350952,"Pro-B Cells","Ass1"
"Ccdc69",4.90425079826695e-08,0.163646549039553,0.184,0.088,0.000808563829110272,"Pro-B Cells","Ccdc69"
"Gss",4.93038526659118e-08,1.18149830294394,0.079,0.028,0.000812872618902889,"Pro-B Cells","Gss"
"Ppp2r3d",5.27258385201372e-08,0.197056550023608,0.133,0.057,0.000869290899681502,"Pro-B Cells","Ppp2r3d"
"1700022I11Rik",5.50090301706534e-08,2.42006426908245,0.02,0.003,0.000906933880423563,"Pro-B Cells","1700022I11Rik"
"2210013O21Rik",5.64054503917969e-08,0.688055499841002,0.068,0.022,0.000929956660609556,"Pro-B Cells","2210013O21Rik"
"Acacb",5.73092277790286e-08,1.38567534562684,0.048,0.013,0.000944857238392844,"Pro-B Cells","Acacb"
"Tspyl3",6.0220338183428e-08,0.847185634389844,0.051,0.014,0.000992852715630178,"Pro-B Cells","Tspyl3"
"Vegfa",6.03695820488017e-08,1.30565623346087,0.048,0.013,0.000995313299238593,"Pro-B Cells","Vegfa"
"Tmem220",6.15220698130278e-08,0.959564254005039,0.028,0.005,0.00101431436500739,"Pro-B Cells","Tmem220"
"BC023829",6.26555581391939e-08,0.4009110638542,0.093,0.035,0.00103300218704089,"Pro-B Cells","BC023829"
"Zfp286",6.49595597317667e-08,1.33376287769423,0.025,0.004,0.00107098826129764,"Pro-B Cells","Zfp286"
"Zfp931",6.77781737652083e-08,0.603751108947274,0.073,0.025,0.00111745875086699,"Pro-B Cells","Zfp931"
"Ptges2",7.30895823373194e-08,0.604374052430156,0.073,0.025,0.00120502794399538,"Pro-B Cells","Ptges2"
"Ecm1",7.43665350719035e-08,1.056678354327,0.031,0.006,0.00122608106373047,"Pro-B Cells","Ecm1"
"Cox19",7.65456179283408e-08,0.135694669525026,0.155,0.071,0.00126200760278456,"Pro-B Cells","Cox19"
"Surf2",7.66629506011144e-08,0.3065529191398,0.136,0.06,0.00126394206656057,"Pro-B Cells","Surf2"
"Gm16740",7.79571866156909e-08,0.311697446507748,0.068,0.022,0.0012852801357329,"Pro-B Cells","Gm16740"
"Ahsa2",8.02196165137805e-08,0.185740618278546,0.218,0.11,0.0013225808174627,"Pro-B Cells","Ahsa2"
"Jakmip1",8.0511780975183e-08,0.631810672995474,0.545,0.369,0.00132739773293784,"Pro-B Cells","Jakmip1"
"Eif3k",8.07716097830265e-08,0.235623596250142,0.856,0.545,0.00133168153049276,"Pro-B Cells","Eif3k"
"Spryd71",8.14503634868985e-08,0.10158440279952,0.096,0.037,0.0013428721428085,"Pro-B Cells","Spryd7"
"Taf6",8.33604148399645e-08,0.109008896547591,0.147,0.066,0.0013743631594665,"Pro-B Cells","Taf6"
"Gorab",8.3417319224303e-08,0.456294718494668,0.085,0.031,0.00137530134205108,"Pro-B Cells","Gorab"
"Hspb11",8.47864761490615e-08,0.314076709839321,0.203,0.103,0.00139787463226958,"Pro-B Cells","Hspb11"
"2610020H08Rik",8.57493895410193e-08,0.609378186217574,0.056,0.017,0.00141375018536279,"Pro-B Cells","2610020H08Rik"
"Acd",8.69644524029277e-08,0.204205663972357,0.172,0.082,0.00143378292676707,"Pro-B Cells","Acd"
"2610035D17Rik",8.87769891356115e-08,3.32583460089407,0.017,0.002,0.00146366621987883,"Pro-B Cells","2610035D17Rik"
"Gm10320",8.99066634763909e-08,3.62680687222425,0.017,0.002,0.00148229116073526,"Pro-B Cells","Gm10320"
"Omg",8.99146581875844e-08,2.59281611665249,0.014,0.001,0.0014824229695387,"Pro-B Cells","Omg"
"Ttc16",9.09224922325644e-08,2.41631457466431,0.017,0.002,0.00149903912943829,"Pro-B Cells","Ttc16"
"Isg20",9.2507405223404e-08,1.02694101805405,0.079,0.028,0.00152516958991826,"Pro-B Cells","Isg20"
"Cfap54",9.40431443995916e-08,1.88691720069285,0.023,0.004,0.00155048932171607,"Pro-B Cells","Cfap54"
"Rhd",9.538121813736e-08,1.39147015642616,0.028,0.005,0.00157255014343065,"Pro-B Cells","Rhd"
"Nkiras2",9.57294978721387e-08,0.393649252983391,0.113,0.047,0.00157829223141795,"Pro-B Cells","Nkiras2"
"Efcab5",9.62426319947211e-08,0.692591987262395,0.04,0.009,0.00158675227369697,"Pro-B Cells","Efcab5"
"Pidd1",9.69733087491307e-08,1.54592113505861,0.034,0.007,0.00159879894134692,"Pro-B Cells","Pidd1"
"A830031A19Rik",9.86919582802698e-08,1.34352643934854,0.023,0.004,0.00162713431616681,"Pro-B Cells","A830031A19Rik"
"RP24-174G2.4",9.88001564380349e-08,1.35005304812193,0.023,0.004,0.00162891817919388,"Pro-B Cells","RP24-174G2.4"
"Klf6",9.90956296390017e-08,0.111683760387085,0.681,0.443,0.00163378964585822,"Pro-B Cells","Klf6"
"Toe1",1.01176996916908e-07,0.182670300846397,0.113,0.047,0.00166810514816907,"Pro-B Cells","Toe1"
"Ugdh",1.01566911020637e-07,0.151724446347747,0.153,0.07,0.00167453366199724,"Pro-B Cells","Ugdh"
"Suv420h2",1.04465784838813e-07,0.200082916361147,0.136,0.06,0.00172232739463751,"Pro-B Cells","Suv420h2"
"Gm44040",1.04985962004889e-07,1.60323788177893,0.031,0.006,0.0017309035555746,"Pro-B Cells","Gm44040"
"Gm17334",1.05905864035588e-07,0.764648829211511,0.034,0.007,0.00174606998035475,"Pro-B Cells","Gm17334"
"Hspa1b",1.0747603362465e-07,0.114357415268091,0.497,0.33,0.0017719573663696,"Pro-B Cells","Hspa1b"
"Cmc2",1.07579451893692e-07,0.124256204028727,0.138,0.062,0.0017736624233713,"Pro-B Cells","Cmc2"
"Zfp661",1.10226060488193e-07,1.17594370275977,0.025,0.004,0.00181729705926884,"Pro-B Cells","Zfp661"
"A330017A19Rik",1.15930124133449e-07,0.155797539782693,0.107,0.043,0.00191133995658818,"Pro-B Cells","A330017A19Rik"
"Cdh24",1.16017706118516e-07,2.11626571836657,0.02,0.003,0.00191278392077597,"Pro-B Cells","Cdh24"
"F8a",1.17041498851539e-07,0.4095753511043,0.096,0.037,0.00192966319156532,"Pro-B Cells","F8a"
"Txnrd1",1.17246051010077e-07,0.317888214551484,0.181,0.089,0.00193303564300314,"Pro-B Cells","Txnrd1"
"Bloc1s5",1.18437136271942e-07,0.329535246142,0.102,0.041,0.0019526730657155,"Pro-B Cells","Bloc1s5"
"Tmem140",1.1855627568788e-07,0.264098126070483,0.133,0.059,0.00195463731726608,"Pro-B Cells","Tmem140"
"Snx10",1.20678683489028e-07,0.617664690042817,0.121,0.053,0.00198962945468361,"Pro-B Cells","Snx10"
"Acot7",1.20746408698784e-07,0.545235094448945,0.096,0.038,0.00199074604021686,"Pro-B Cells","Acot7"
"2610206C17Rik",1.21992665109239e-07,0.522605359172047,0.056,0.017,0.00201129306965603,"Pro-B Cells","2610206C17Rik"
"RP23-477O13.1",1.22738828304445e-07,0.470346082909603,0.048,0.013,0.00202359506225538,"Pro-B Cells","RP23-477O13.1"
"Rusc1",1.22777596712056e-07,0.421539632348405,0.144,0.066,0.00202423423699167,"Pro-B Cells","Rusc1"
"Atxn1l",1.23762581404147e-07,0.251332872125773,0.127,0.055,0.00204047367961017,"Pro-B Cells","Atxn1l"
"Cebpb",1.27906067490722e-07,0.241278329396385,0.477,0.283,0.00210878733471953,"Pro-B Cells","Cebpb"
"Lcmt2",1.28435024004451e-07,0.676018704255162,0.056,0.017,0.00211750824076139,"Pro-B Cells","Lcmt2"
"Sdr42e1",1.30178453617435e-07,0.996450265344718,0.051,0.014,0.00214625216479066,"Pro-B Cells","Sdr42e1"
"Dennd2a",1.33013621623867e-07,3.74368222518315,0.011,0.001,0.00219299557971269,"Pro-B Cells","Dennd2a"
"Mamdc2",1.33798084431459e-07,3.18879839567793,0.011,0.001,0.00220592901802147,"Pro-B Cells","Mamdc2"
"3110070M22Rik",1.35911927851839e-07,1.93575967175955,0.011,0.001,0.00224077995449327,"Pro-B Cells","3110070M22Rik"
"Mas1",1.35911927851839e-07,2.39562105455445,0.011,0.001,0.00224077995449327,"Pro-B Cells","Mas1"
"Wdr53",1.35972771361451e-07,0.1312546859172,0.107,0.044,0.00224178308143625,"Pro-B Cells","Wdr53"
"Gm26541",1.37864633533637e-07,0.667060264183964,0.054,0.016,0.00227297421306907,"Pro-B Cells","Gm26541"
"Ptrh1",1.38551683198093e-07,1.72448016420291,0.028,0.005,0.00228430160088696,"Pro-B Cells","Ptrh1"
"Dock1",1.42465310228205e-07,1.06504577444816,0.059,0.019,0.00234882556973242,"Pro-B Cells","Dock1"
"Gm20604",1.43139234281512e-07,0.862209021320124,0.048,0.013,0.00235993655559929,"Pro-B Cells","Gm20604"
"Bsn",1.43337391232466e-07,1.50387007990803,0.028,0.005,0.00236320356924967,"Pro-B Cells","Bsn"
"Fkrp",1.43845319089095e-07,0.140504311686414,0.133,0.059,0.00237157777582191,"Pro-B Cells","Fkrp"
"Cdkl3",1.44784115317407e-07,0.382842039981977,0.105,0.042,0.00238705570923808,"Pro-B Cells","Cdkl3"
"Stk4",1.46476127385417e-07,0.103779674791962,0.91,0.617,0.00241495191220337,"Pro-B Cells","Stk4"
"Slc30a1",1.490342486091e-07,0.486290236625295,0.065,0.021,0.00245712765681824,"Pro-B Cells","Slc30a1"
"Zfp623",1.50482200740896e-07,1.52684722479649,0.031,0.006,0.00248100004361516,"Pro-B Cells","Zfp623"
"Slc9a6",1.51539141781102e-07,0.176190045902766,0.124,0.054,0.00249842583054503,"Pro-B Cells","Slc9a6"
"Napb",1.51603408673204e-07,1.22264374857954,0.031,0.006,0.00249948539879511,"Pro-B Cells","Napb"
"2300009A05Rik",1.53055048748326e-07,0.165766053477288,0.164,0.078,0.00252341858871365,"Pro-B Cells","2300009A05Rik"
"Gm1976",1.60877407400751e-07,0.28766567271098,0.155,0.074,0.00265238581581618,"Pro-B Cells","Gm1976"
"Gsap",1.64964126281643e-07,0.49151737131877,0.184,0.092,0.00271976355000544,"Pro-B Cells","Gsap"
"Slc35c1",1.66968289795692e-07,0.408409916716532,0.079,0.029,0.00275280619386157,"Pro-B Cells","Slc35c1"
"Ampd3",1.69183022334438e-07,0.458119772999771,0.09,0.035,0.00278932048922787,"Pro-B Cells","Ampd3"
"Cep170b",1.71664072654236e-07,0.918404996776061,0.045,0.012,0.0028302255658504,"Pro-B Cells","Cep170b"
"Zbtb11os1",1.72479058140395e-07,0.416472823281762,0.062,0.02,0.00284366223156069,"Pro-B Cells","Zbtb11os1"
"Gm14009",1.76460630124048e-07,1.18038796142831,0.023,0.004,0.00290930640885518,"Pro-B Cells","Gm14009"
"Gm37988",1.78427475778684e-07,0.207821141162226,0.076,0.027,0.00294173379316317,"Pro-B Cells","Gm37988"
"Tgtp2",1.78567622990756e-07,0.939270427626581,0.051,0.015,0.00294404440024859,"Pro-B Cells","Tgtp2"
"Clspn",1.82294252955892e-07,1.14660959137898,0.042,0.011,0.0030054853484838,"Pro-B Cells","Clspn"
"Mthfd2l",1.90598200988452e-07,0.289464121034803,0.045,0.012,0.0031423925396966,"Pro-B Cells","Mthfd2l"
"Prdx4",2.08019872673906e-07,0.220641660022495,0.161,0.077,0.00342962364077469,"Pro-B Cells","Prdx4"
"Clta",2.27857882381357e-07,0.20683183731542,0.907,0.629,0.00375669290682143,"Pro-B Cells","Clta"
"Lgr5",2.35146022476068e-07,1.48833079533556,0.02,0.003,0.00387685247256294,"Pro-B Cells","Lgr5"
"Thap1",2.36517353994822e-07,0.321992382813224,0.068,0.023,0.00389946161531263,"Pro-B Cells","Thap1"
"Akt1s1",2.49651617754372e-07,0.281976399937848,0.119,0.051,0.00411600622191633,"Pro-B Cells","Akt1s1"
"Zfp456",2.50170903175968e-07,0.607276129493437,0.054,0.016,0.00412456768066219,"Pro-B Cells","Zfp456"
"Zdhhc1",2.52619381687554e-07,0.923678994740742,0.054,0.016,0.0041649357458827,"Pro-B Cells","Zdhhc1"
"Zfp628",2.53556816894817e-07,0.42409180354546,0.076,0.027,0.00418039124014485,"Pro-B Cells","Zfp628"
"Ints5",2.58297268395608e-07,0.520477187785923,0.082,0.03,0.0042585470640384,"Pro-B Cells","Ints5"
"Oxld1",2.59262680485364e-07,0.581292961962123,0.059,0.019,0.0042744638131622,"Pro-B Cells","Oxld1"
"Gm13012",2.59889402893527e-07,1.10318272021027,0.045,0.012,0.00428479658550558,"Pro-B Cells","Gm13012"
"Rab14",2.6166248373579e-07,0.116512821051544,0.814,0.525,0.00431402936935197,"Pro-B Cells","Rab14"
"Lrrc51",2.70966883257303e-07,0.728438407108506,0.048,0.014,0.00446743100426315,"Pro-B Cells","Lrrc51"
"AC132444.1",2.72049473143466e-07,1.50847591710705,0.034,0.008,0.00448527966371633,"Pro-B Cells","AC132444.1"
"Ear2",2.72239141031892e-07,4.17120413553846,0.014,0.002,0.0044884067181928,"Pro-B Cells","Ear2"
"Dok5",2.75189479055887e-07,3.0979484677215,0.014,0.002,0.00453704894119441,"Pro-B Cells","Dok5"
"Ctbp2",2.79740811133088e-07,0.816726171791565,0.045,0.012,0.00461208675315121,"Pro-B Cells","Ctbp2"
"Rpusd2",2.80035960413199e-07,1.91103078936387,0.037,0.009,0.00461695287933241,"Pro-B Cells","Rpusd2"
"Gm1123",2.81183071377808e-07,2.58988595806355,0.014,0.002,0.00463586529780592,"Pro-B Cells","Gm1123"
"Ankrd42",2.83790170012347e-07,2.1543481348973,0.014,0.002,0.00467884853299356,"Pro-B Cells","Ankrd42"
"Adgrg1",2.85541188264828e-07,1.70833585747938,0.014,0.002,0.00470771757092222,"Pro-B Cells","Adgrg1"
"Rangrf",2.87283162266018e-07,1.39043305659433,0.048,0.014,0.00473643749627984,"Pro-B Cells","Rangrf"
"Rsad1",2.97503870779081e-07,1.63261207465964,0.031,0.007,0.0049049463175347,"Pro-B Cells","Rsad1"
"Ribc1",3.00261941377411e-07,1.79947930871179,0.023,0.004,0.00495041862748937,"Pro-B Cells","Ribc1"
"Jrkl",3.0051007364198e-07,0.376531538261113,0.068,0.023,0.00495450958413533,"Pro-B Cells","Jrkl"
"AA474331",3.04926507883606e-07,1.257486827127,0.023,0.004,0.00502732333547701,"Pro-B Cells","AA474331"
"Iba57",3.09720297530787e-07,0.735695880977048,0.051,0.015,0.00510635854539008,"Pro-B Cells","Iba57"
"Sez6l2",3.12742848447034e-07,1.33486898889519,0.031,0.007,0.00515619134234626,"Pro-B Cells","Sez6l2"
"Zfp428",3.20515390316435e-07,1.29727008178604,0.031,0.007,0.00528433724014707,"Pro-B Cells","Zfp428"
"Il10",3.22296116841801e-07,1.09612564850671,0.031,0.007,0.00531369607837078,"Pro-B Cells","Il10"
"Fbxo31",3.32663618681098e-07,0.223259957057032,0.116,0.05,0.00548462508119526,"Pro-B Cells","Fbxo31"
"Appbp2os",3.34199449926742e-07,0.510531592570579,0.051,0.015,0.0055099463309422,"Pro-B Cells","Appbp2os"
"A330069E16Rik",3.44006295889353e-07,0.678056918629879,0.048,0.014,0.00567163180032776,"Pro-B Cells","A330069E16Rik"
"Ccdc71",3.48549642540715e-07,0.338294983257577,0.096,0.039,0.00574653795656876,"Pro-B Cells","Ccdc71"
"Sumo1",3.64420794622361e-07,0.126576745113394,0.864,0.573,0.00600820564093887,"Pro-B Cells","Sumo1"
"Rock1",3.68809220289582e-07,0.15306134994325,0.966,0.8,0.00608055761491434,"Pro-B Cells","Rock1"
"Gm12981",3.7877090707155e-07,1.1135034900994,0.034,0.008,0.00624479594488864,"Pro-B Cells","Gm12981"
"Fuz",3.8373520321376e-07,0.197043405317207,0.105,0.044,0.00632664229538526,"Pro-B Cells","Fuz"
"H2-T22",4.13549942726385e-07,0.152120439030148,0.514,0.318,0.00681819790572991,"Pro-B Cells","H2-T22"
"Ppp1r3e",4.31682194414511e-07,2.35478846099616,0.02,0.003,0.00711714433931204,"Pro-B Cells","Ppp1r3e"
"Ogt",4.31798799037092e-07,0.174670478077331,0.932,0.682,0.00711906679972454,"Pro-B Cells","Ogt"
"Gas2l1",4.32766018750134e-07,1.7303911695767,0.025,0.005,0.00713501335113346,"Pro-B Cells","Gas2l1"
"Gm20388",4.33726056111235e-07,0.162621649309363,0.975,0.815,0.00715084148710593,"Pro-B Cells","Gm20388"
"Dnhd1",4.35726573592197e-07,0.206110692600174,0.079,0.029,0.00718382401881454,"Pro-B Cells","Dnhd1"
"Gm5431",4.37932763693433e-07,1.65812936831892,0.025,0.005,0.00722019747501364,"Pro-B Cells","Gm5431"
"Zfp113",4.4015862876553e-07,0.320413656512279,0.093,0.037,0.00725689531245729,"Pro-B Cells","Zfp113"
"Supt4a",4.43250458230514e-07,0.118133820983713,0.698,0.425,0.00730787030484648,"Pro-B Cells","Supt4a"
"Lrrc4c",4.48445359947302e-07,1.44919339348245,0.025,0.005,0.00739351864945117,"Pro-B Cells","Lrrc4c"
"Gzf1",4.49007410331492e-07,0.462439526875174,0.062,0.021,0.00740278517413531,"Pro-B Cells","Gzf1"
